property_type,state_name,place_name_clean,surface_total_m2_clean,price_usd_per_m2_clean,rooms_clean,keyword_category
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3423.97,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,101.0,3689.82,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,101.0,3342.06,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,101.0,3758.15,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,101.0,3403.95,4.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3843.33,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3481.1,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3990.34,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3614.26,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,4055.21,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3673.01,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3911.45,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3542.79,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,164.0,2802.28,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Martínez,183.0,2879.55,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,4356.95,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,3946.32,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,4431.76,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,4014.07,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,4506.56,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,4081.82,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,4356.95,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,3946.32,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,4506.56,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,99.0,4081.82,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,83.0,4531.87,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,83.0,4104.74,3.0,medium
apartment,Capital Federal,San Cristobal,43.0,1848.84,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,83.0,4457.14,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,83.0,4037.07,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,83.0,4531.87,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,83.0,4104.74,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3843.33,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3481.1,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,3519.18,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,3187.5,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,3081.54,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,80.0,3402.2,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,183.0,2836.86,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,183.0,2569.49,4.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,162.0,2641.35,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Martínez,162.0,2392.41,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3862.25,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3498.24,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3926.9,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,67.0,3556.79,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,63.0,4169.52,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,63.0,3776.55,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,82.0,3623.44,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Martínez,82.0,3281.94,3.0,low
apartment,Capital Federal,Villa Urquiza,73.0,2369.86,2.0,high
apartment,Capital Federal,Belgrano,109.0,2907.98,4.0,medium
apartment,Capital Federal,Belgrano,38.0,2842.11,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,85.0,4352.94,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Acassuso,132.0,3295.45,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Martínez,138.0,3079.71,4.0,medium
apartment,Capital Federal,Nuñez,91.0,1978.02,2.0,high
apartment,Capital Federal,Nuñez,90.0,2000.0,2.0,high
apartment,Capital Federal,Nuñez,80.0,3000.0,3.0,low
house,Bs.As. G.B.A. Zona Norte,Santa Barbara Barrio Cerrado,365.0,6027.4,6.0,low
house,Bs.As. G.B.A. Zona Norte,Rincón de Milberg,309.0,469.26,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,99.0,4030.3,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,51.0,4313.73,2.0,high
apartment,Capital Federal,Caballito,69.0,3405.8,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Martínez,71.0,3183.1,3.0,low
house,Bs.As. G.B.A. Zona Norte,Santa Barbara Barrio Cerrado,310.0,1709.68,3.0,low
apartment,Capital Federal,Nuñez,42.0,3690.48,1.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,169.0,2892.08,4.0,high
apartment,Capital Federal,Belgrano,47.0,2553.19,1.0,low
apartment,Capital Federal,Belgrano,58.0,2758.62,2.0,low
apartment,Capital Federal,Belgrano,61.0,2622.95,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,154.0,2942.62,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,154.0,2964.53,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,154.0,3033.31,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,154.0,3061.23,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,154.0,3085.25,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,154.0,3106.68,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,154.0,3132.66,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,154.0,3178.11,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,104.0,2120.66,2.0,high
apartment,Capital Federal,Villa Urquiza,88.0,2466.24,3.0,medium
apartment,Capital Federal,Villa Urquiza,88.0,2313.27,3.0,low
apartment,Capital Federal,Villa Urquiza,88.0,2362.49,3.0,medium
apartment,Capital Federal,Villa Urquiza,88.0,2411.7,3.0,low
apartment,Capital Federal,Villa Urquiza,88.0,2510.15,3.0,low
apartment,Capital Federal,Villa Urquiza,88.0,2657.8,3.0,low
apartment,Capital Federal,Villa Urquiza,88.0,2707.02,3.0,low
apartment,Capital Federal,Villa Urquiza,38.0,2389.24,1.0,low
apartment,Capital Federal,Villa Urquiza,56.0,2387.71,2.0,low
apartment,Capital Federal,Villa Urquiza,56.0,2484.43,2.0,low
apartment,Capital Federal,Villa Urquiza,56.0,2438.52,2.0,low
apartment,Capital Federal,Villa Urquiza,56.0,2743.32,2.0,low
apartment,Capital Federal,Villa Urquiza,56.0,2794.12,2.0,low
apartment,Capital Federal,Villa Urquiza,56.0,2996.12,2.0,low
apartment,Capital Federal,Villa Urquiza,88.0,2312.5,3.0,low
apartment,Capital Federal,Villa Urquiza,111.0,1979.09,3.0,medium
apartment,Capital Federal,Villa Urquiza,88.0,2444.95,3.0,low
apartment,Capital Federal,Villa Urquiza,88.0,2494.84,3.0,low
apartment,Capital Federal,Villa Urquiza,88.0,2544.74,3.0,low
apartment,Capital Federal,Villa Urquiza,88.0,2996.48,3.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2248.69,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2344.39,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2440.08,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2583.61,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2631.47,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2679.31,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2799.33,1.0,low
apartment,Capital Federal,Villa Urquiza,34.0,2340.56,1.0,low
apartment,Capital Federal,Villa Urquiza,34.0,2489.97,1.0,low
apartment,Capital Federal,Villa Urquiza,34.0,2636.44,1.0,low
apartment,Capital Federal,Villa Urquiza,34.0,2685.26,1.0,low
apartment,Capital Federal,Villa Urquiza,34.0,2734.09,1.0,low
apartment,Capital Federal,Villa Urquiza,34.0,2976.74,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2278.61,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2327.08,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2375.56,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2442.92,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2617.97,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2666.44,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2828.61,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2254.83,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2590.67,1.0,low
apartment,Capital Federal,Caballito,165.0,1606.06,4.0,medium
apartment,Capital Federal,Villa Urquiza,36.0,2638.64,1.0,low
apartment,Capital Federal,Villa Urquiza,36.0,2897.14,1.0,low
apartment,Capital Federal,Villa Urquiza,91.0,2311.89,3.0,low
apartment,Capital Federal,Villa Urquiza,91.0,2299.73,3.0,low
apartment,Capital Federal,Villa Urquiza,91.0,2808.15,3.0,low
apartment,Capital Federal,Villa Urquiza,55.0,2946.85,2.0,low
apartment,Capital Federal,Villa Urquiza,55.0,2223.95,2.0,low
apartment,Capital Federal,Villa Urquiza,83.0,2289.63,3.0,low
apartment,Capital Federal,Villa Urquiza,83.0,2361.71,3.0,medium
apartment,Capital Federal,Villa Urquiza,83.0,2338.35,3.0,low
apartment,Capital Federal,Villa Urquiza,83.0,2630.64,3.0,low
apartment,Capital Federal,Villa Urquiza,83.0,2872.93,3.0,low
apartment,Capital Federal,Villa Urquiza,123.0,2600.1,4.0,medium
apartment,Capital Federal,Villa Urquiza,118.0,2693.05,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,60.0,2926.83,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,60.0,2947.75,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,60.0,2969.72,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,60.0,3092.05,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,60.0,3066.95,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,60.0,3170.47,2.0,high
apartment,Capital Federal,Parque Patricios,51.0,1666.67,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,60.0,3019.9,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,92.0,2912.28,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,84.0,3158.21,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,84.0,3015.87,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,84.0,3134.4,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,92.0,3078.37,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,92.0,3154.7,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,58.0,2951.4,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,3002.3,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,3210.95,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,3318.09,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,3101.38,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,3001.75,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,2935.68,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,2956.66,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,3052.09,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,3153.82,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,3029.02,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,56.0,3180.04,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,83.0,2964.63,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,83.0,2991.01,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,83.0,3094.63,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,83.0,2951.29,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,83.0,2719.58,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,76.0,2992.04,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,76.0,3253.38,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,80.0,3275.68,3.0,high
apartment,Capital Federal,Caballito,54.0,2220.37,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,65.0,4000.0,2.0,high
apartment,Capital Federal,Nuñez,116.0,4137.93,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Martínez,130.0,3807.69,4.0,high
apartment,Capital Federal,Nuñez,37.0,3364.86,1.0,low
apartment,Capital Federal,Nuñez,37.0,3445.95,1.0,low
apartment,Capital Federal,Nuñez,43.0,2883.72,1.0,low
apartment,Capital Federal,Nuñez,43.0,3500.0,1.0,low
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,193.0,3445.6,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,186.0,2956.99,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,58.0,3744.69,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,36.0,4027.78,2.0,low
apartment,Capital Federal,Nuñez,140.0,2500.0,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Vicente López,51.0,4313.73,2.0,high
apartment,Santa Fe,Rosario,69.0,2318.84,5.0,low
apartment,Bs.As. G.B.A. Zona Norte,La Lucila,65.0,4153.85,2.0,high
apartment,Capital Federal,Recoleta,139.0,3597.12,5.0,medium
house,Bs.As. G.B.A. Zona Sur,Remedios de Escalada,250.0,960.0,3.0,high
apartment,Capital Federal,Palermo,33.0,2727.27,2.0,low
apartment,Capital Federal,Balvanera,100.0,1750.0,3.0,medium
store,Capital Federal,Flores,161.0,4316.77,1.0,low
store,Capital Federal,Flores,161.0,4316.77,1.0,low
store,Capital Federal,Flores,161.0,4316.77,1.0,low
store,Capital Federal,Flores,161.0,4316.77,1.0,low
apartment,Capital Federal,Centro / Microcentro,36.0,2333.33,2.0,low
apartment,Capital Federal,Nuñez,64.0,2328.12,2.0,low
apartment,Capital Federal,Recoleta,35.0,3428.57,2.0,low
PH,Capital Federal,Villa Urquiza,52.0,2115.38,2.0,low
apartment,Córdoba,Córdoba,45.0,1470.64,1.0,medium
house,Bs.As. G.B.A. Zona Norte,Escobar,207.0,1830.92,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Barrio Los Alisos,248.0,1592.74,4.0,low
apartment,Bs.As. G.B.A. Zona Sur,La Plata,55.0,1327.27,2.0,low
house,Bs.As. G.B.A. Zona Sur,Manuel B Gonnet,360.0,611.11,2.0,low
store,Capital Federal,Villa Crespo,52.0,1567.31,1.0,low
apartment,Capital Federal,Barrio Norte,26.0,3226.92,1.0,low
apartment,Capital Federal,Abasto,28.0,2321.43,2.0,low
PH,Bs.As. G.B.A. Zona Sur,Tolosa,82.0,1097.56,3.0,low
apartment,Capital Federal,Colegiales,71.0,2000.0,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,La Plata,54.0,1666.67,3.0,medium
house,Bs.As. G.B.A. Zona Norte,"Barrio Cerrado ""La Montura""",176.0,1335.23,5.0,medium
apartment,Capital Federal,Colegiales,79.0,1759.49,4.0,low
apartment,Capital Federal,Villa Urquiza,33.0,2727.27,2.0,low
PH,Capital Federal,Caballito,92.0,2282.61,4.0,low
apartment,Capital Federal,Palermo Hollywood,50.0,3400.0,2.0,low
apartment,Santa Fe,Rosario,60.0,1250.0,3.0,low
apartment,Bs.As. G.B.A. Zona Norte,Tigre,55.0,1764.7,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Tigre,55.0,1764.7,2.0,high
apartment,Capital Federal,Balvanera,33.0,2424.24,1.0,low
apartment,Capital Federal,Coghlan,20.0,2595.0,1.0,low
store,Capital Federal,Centro / Microcentro,300.0,4000.0,1.0,low
apartment,Capital Federal,Balvanera,16.0,3312.5,1.0,low
apartment,Capital Federal,San Telmo,31.0,3225.81,1.0,low
house,Bs.As. G.B.A. Zona Sur,La Plata,200.0,600.0,3.0,low
house,Bs.As. G.B.A. Zona Sur,La Plata,200.0,600.0,3.0,low
apartment,Capital Federal,Almagro,79.0,1898.73,3.0,low
apartment,Capital Federal,Palermo Hollywood,86.0,2941.86,4.0,medium
apartment,Capital Federal,Once,33.0,2424.24,1.0,low
apartment,Bs.As. G.B.A. Zona Sur,La Plata,53.0,1603.77,2.0,low
apartment,Capital Federal,San Telmo,21.0,4047.62,1.0,low
house,Bs.As. G.B.A. Zona Norte,Pilar,246.0,1097.56,3.0,medium
apartment,Bs.As. G.B.A. Zona Sur,La Plata,78.0,1730.77,3.0,low
apartment,Capital Federal,Recoleta,26.0,3226.92,1.0,low
apartment,Capital Federal,Balvanera,45.0,1988.89,2.0,low
apartment,Capital Federal,Balvanera,28.0,2321.43,2.0,low
apartment,Capital Federal,Almagro,72.0,2222.22,3.0,low
apartment,Capital Federal,Almagro,79.0,1898.73,3.0,low
apartment,Capital Federal,Once,77.0,1233.77,4.0,low
apartment,Capital Federal,Palermo Hollywood,86.0,2941.86,4.0,medium
PH,Capital Federal,Palermo,70.0,2128.57,3.0,low
store,Capital Federal,Caballito,165.0,2181.82,1.0,low
store,Capital Federal,San Nicolás,90.0,3555.56,1.0,low
store,Capital Federal,Palermo,116.0,5603.45,1.0,medium
store,Capital Federal,Villa Crespo,52.0,1567.31,1.0,low
apartment,Capital Federal,Belgrano,117.0,3333.33,4.0,low
apartment,Bs.As. G.B.A. Zona Sur,La Plata,61.0,1967.21,3.0,low
PH,Bs.As. G.B.A. Zona Norte,Maschwitz,152.0,1671.39,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,BarrioPortezuelo,78.0,2115.38,2.0,high
PH,Bs.As. G.B.A. Zona Norte,Maschwitz,152.0,1672.97,4.0,high
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,65.0,2538.46,2.0,medium
apartment,Capital Federal,Palermo,54.0,3907.41,2.0,high
apartment,Santa Fe,Rosario,210.0,1256.81,4.0,medium
house,Bs.As. G.B.A. Zona Norte,BarrioPortezuelo,160.0,1687.5,4.0,high
house,Bs.As. G.B.A. Zona Norte,Solares del Talar,285.0,1508.77,4.0,medium
apartment,Capital Federal,Balvanera,48.0,1875.0,3.0,low
apartment,Capital Federal,Puerto Madero,91.0,5109.89,3.0,high
apartment,Capital Federal,Almagro,74.0,2364.86,3.0,low
apartment,Capital Federal,Villa Urquiza,29.0,2582.76,2.0,low
house,Bs.As. G.B.A. Zona Norte,Tigre,221.0,1538.46,4.0,medium
house,Bs.As. G.B.A. Zona Norte,Barrio San Gabriel,242.0,1487.6,3.0,medium
apartment,Capital Federal,Recoleta,53.0,3018.87,3.0,low
store,Capital Federal,Centro / Microcentro,310.0,2258.06,1.0,low
house,Bs.As. G.B.A. Zona Norte,Tigre,232.0,1336.21,4.0,medium
store,Capital Federal,Tribunales,310.0,2258.06,1.0,low
apartment,Capital Federal,Nuñez,51.0,3431.37,2.0,medium
apartment,Capital Federal,Recoleta,76.0,3105.26,3.0,low
apartment,Capital Federal,Floresta,68.0,2022.06,3.0,low
apartment,Capital Federal,Barrio Norte,114.0,3070.18,4.0,low
apartment,Capital Federal,Palermo,208.0,6250.0,6.0,medium
apartment,Capital Federal,Abasto,74.0,2364.86,3.0,low
PH,Capital Federal,Floresta,86.0,930.23,4.0,low
apartment,Capital Federal,Centro / Microcentro,75.0,1800.0,4.0,low
apartment,Capital Federal,Puerto Madero,188.0,4781.91,3.0,medium
apartment,Capital Federal,San Telmo,72.0,2777.78,1.0,medium
apartment,Capital Federal,Puerto Madero,188.0,4521.28,3.0,medium
apartment,Bs.As. G.B.A. Zona Norte,Pilar,88.0,1363.64,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Sarandi,44.0,1647.73,1.0,high
apartment,Bs.As. G.B.A. Zona Sur,Sarandi,58.0,1648.28,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Sarandi,67.0,1647.76,2.0,high
apartment,Bs.As. G.B.A. Zona Sur,Avellaneda,66.0,1937.88,2.0,medium
house,Bs.As. G.B.A. Zona Norte,Barrio Cerrado Las Casuarinas,290.0,1000.0,5.0,low
house,Córdoba,Córdoba,200.0,575.0,4.0,low
apartment,Capital Federal,Monte Castro,45.0,3108.89,2.0,high
apartment,Bs.As. G.B.A. Zona Norte,Victoria,57.0,2456.14,2.0,medium
apartment,Bs.As. G.B.A. Zona Norte,QBay Yacht,99.0,2626.26,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Nordelta,99.0,2626.26,3.0,high
apartment,Capital Federal,San Telmo,46.0,1016.33,1.0,low
apartment,Capital Federal,San Telmo,36.0,1026.19,1.0,low
apartment,Capital Federal,Congreso,39.0,2025.64,1.0,low
house,Santa Fe,Rosario,110.0,1454.55,2.0,low
apartment,Entre Ríos,Paraná,103.0,1415.7,4.0,medium
apartment,Capital Federal,Balvanera,57.0,1736.84,2.0,low
apartment,Capital Federal,Villa Devoto,56.0,1696.43,2.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Villa Sarmiento,85.0,2294.12,3.0,high
apartment,Buenos Aires Interior,Bahía Blanca,65.0,1076.92,3.0,low
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,32.0,1906.25,3.0,medium
apartment,Capital Federal,Villa Luro,118.0,1652.54,3.0,low
house,Bs.As. G.B.A. Zona Oeste,Haedo,80.0,1625.0,3.0,low
house,Bs.As. G.B.A. Zona Norte,San Martín,300.0,283.33,3.0,low
apartment,Capital Federal,Villa Luro,32.0,2187.5,1.0,medium
PH,Capital Federal,Floresta,150.0,1000.0,3.0,medium
apartment,Capital Federal,Flores,108.0,1805.56,4.0,medium
apartment,Capital Federal,Palermo,40.0,4000.0,3.0,high
apartment,Bs.As. G.B.A. Zona Norte,Benavidez,70.0,1857.14,2.0,medium
house,Bs.As. G.B.A. Zona Norte,Rincón de Milberg,126.0,1746.03,4.0,medium
house,Bs.As. G.B.A. Zona Norte,San Martín,200.0,850.0,4.0,low
house,Bs.As. G.B.A. Zona Norte,Manuel Alberti,190.0,915.79,4.0,high
house,Bs.As. G.B.A. Zona Norte,Bella Vista,299.0,836.12,5.0,low
apartment,Bs.As. G.B.A. Zona Sur,Avellaneda,105.0,666.67,4.0,low
apartment,Capital Federal,Barrio Norte,180.0,2000.0,4.0,low
apartment,Capital Federal,Caballito,96.0,2270.83,3.0,high
apartment,Capital Federal,Barracas,330.0,1742.42,5.0,medium
PH,Capital Federal,San Telmo,54.0,1648.15,2.0,medium
apartment,Capital Federal,Capital Federal,81.0,3034.57,3.0,medium
apartment,Buenos Aires Interior,Tandil,38.0,1842.11,2.0,low
apartment,Bs.As. G.B.A. Zona Norte,Villa Ballester,52.0,1250.0,1.0,low
house,Bs.As. G.B.A. Zona Norte,Bs.As. G.B.A. Zona Norte,109.0,1834.86,4.0,medium
house,Bs.As. G.B.A. Zona Oeste,Caseros,292.0,428.08,3.0,medium
house,Bs.As. G.B.A. Zona Norte,Bella Vista,230.0,1086.96,5.0,medium
house,Buenos Aires Costa Atlántica,Mar Azul,120.0,1375.0,4.0,low
house,Buenos Aires Costa Atlántica,Mar Azul,29.0,1896.55,1.0,low
house,Buenos Aires Costa Atlántica,Mar Azul,110.0,1409.09,4.0,low
house,Buenos Aires Costa Atlántica,Mar Azul,100.0,1600.0,3.0,medium
house,Buenos Aires Costa Atlántica,Mar Azul,95.0,1631.58,3.0,medium
house,Buenos Aires Costa Atlántica,Mar Azul,115.0,1234.78,3.0,medium
house,Buenos Aires Costa Atlántica,Mar Azul,70.0,1714.29,3.0,low
house,Buenos Aires Costa Atlántica,Mar Azul,90.0,1055.56,3.0,low
house,Buenos Aires Costa Atlántica,Mar Azul,100.0,1800.0,3.0,low
house,Buenos Aires Costa Atlántica,Mar Azul,95.0,1315.79,3.0,low
house,Buenos Aires Costa Atlántica,Mar Azul,85.0,1647.06,4.0,low
